image_path,style,original_filename,label
data\processed\Rococo\william-hogarth_john-henley-with-five-unknown-figures.jpg,Rococo,william-hogarth_john-henley-with-five-unknown-figures.jpg,22
data\processed\Fauvism\pyotr-konchalovsky_paris-azaleas-in-a-pot-1908.jpg,Fauvism,pyotr-konchalovsky_paris-azaleas-in-a-pot-1908.jpg,10
data\processed\Cubism\theo-van-doesburg_abstract-portrait-1915.jpg,Cubism,theo-van-doesburg_abstract-portrait-1915.jpg,7
data\processed\Early_Renaissance\carlo-crivelli_saint-john-the-baptist-1468.jpg,Early_Renaissance,carlo-crivelli_saint-john-the-baptist-1468.jpg,8
data\processed\Pop_Art\derek-boshier_pepsi-high-1962.jpg,Pop_Art,derek-boshier_pepsi-high-1962.jpg,19
data\processed\Abstract_Expressionism\joan-mitchell_minnesota-1980.jpg,Abstract_Expressionism,joan-mitchell_minnesota-1980.jpg,0
data\processed\Contemporary_Realism\eric-fischl_krefeld-project-bedroom-scene-1.jpg,Contemporary_Realism,eric-fischl_krefeld-project-bedroom-scene-1.jpg,6
data\processed\Fauvism\bela-czobel_still-life-in-yellow-1960.jpg,Fauvism,bela-czobel_still-life-in-yellow-1960.jpg,10
data\processed\Ukiyo_e\kitagawa-utamaro_young-woman-applying-make-up-1796.jpg,Ukiyo_e,kitagawa-utamaro_young-woman-applying-make-up-1796.jpg,26
data\processed\Impressionism\nicolae-vermont_namaiesti-monastery-1901.jpg,Impressionism,nicolae-vermont_namaiesti-monastery-1901.jpg,12
data\processed\Baroque\rembrandt_portrait-of-an-old-jew-1654.jpg,Baroque,rembrandt_portrait-of-an-old-jew-1654.jpg,4
data\processed\Abstract_Expressionism\frank-stella_swan-engraving-circle-ii-state-iii-1983.jpg,Abstract_Expressionism,frank-stella_swan-engraving-circle-ii-state-iii-1983.jpg,0
data\processed\Abstract_Expressionism\henri-matisse_the-toboggan-1943.jpg,Abstract_Expressionism,henri-matisse_the-toboggan-1943.jpg,0
data\processed\Fauvism\charles-lapicque_personnages-color-s.jpg,Fauvism,charles-lapicque_personnages-color-s.jpg,10
data\processed\Pop_Art\jorge-martins_look-look-1976(1).jpg,Pop_Art,jorge-martins_look-look-1976(1).jpg,19
data\processed\Realism\jacek-malczewski_death-on-deportees-route-to-siberia.jpg,Realism,jacek-malczewski_death-on-deportees-route-to-siberia.jpg,21
data\processed\High_Renaissance\leonardo-da-vinci_head-of-a-man.jpg,High_Renaissance,leonardo-da-vinci_head-of-a-man.jpg,11
data\processed\Impressionism\pierre-auguste-renoir_the-rose-garden-at-wargemont-1879.jpg,Impressionism,pierre-auguste-renoir_the-rose-garden-at-wargemont-1879.jpg,12
data\processed\Post_Impressionism\david-burliuk_bradenton-beach-florida-1953.jpg,Post_Impressionism,david-burliuk_bradenton-beach-florida-1953.jpg,20
data\processed\New_Realism\yiannis-tsaroychis_the-areopagos-1964.jpg,New_Realism,yiannis-tsaroychis_the-areopagos-1964.jpg,16
data\processed\High_Renaissance\raphael_the-madonna-of-the-blue-diadem-or-the-madonna-of-the-veil.jpg,High_Renaissance,raphael_the-madonna-of-the-blue-diadem-or-the-madonna-of-the-veil.jpg,11
data\processed\Mannerism_Late_Renaissance\agnolo-bronzino_scenes-of-allegories-of-the-cardinal-virtues-1.jpg,Mannerism_Late_Renaissance,agnolo-bronzino_scenes-of-allegories-of-the-cardinal-virtues-1.jpg,13
data\processed\Pop_Art\marko-pogacnik_pop-object-1.jpg,Pop_Art,marko-pogacnik_pop-object-1.jpg,19
data\processed\Expressionism\billy-childish_sibelius-amongst-saplings-2010.jpg,Expressionism,billy-childish_sibelius-amongst-saplings-2010.jpg,9
data\processed\Abstract_Expressionism\joan-mitchell_grandes-carri-res-1962.jpg,Abstract_Expressionism,joan-mitchell_grandes-carri-res-1962.jpg,0
data\processed\Expressionism\jean-david_holiday-all-year-round-1965.jpg,Expressionism,jean-david_holiday-all-year-round-1965.jpg,9
data\processed\Realism\viktor-vasnetsov_bajarmaland.jpg,Realism,viktor-vasnetsov_bajarmaland.jpg,21
data\processed\Synthetic_Cubism\pablo-picasso_cubist-person-1917.jpg,Synthetic_Cubism,pablo-picasso_cubist-person-1917.jpg,25
data\processed\Abstract_Expressionism\brice-marden_couplet-iii-1989.jpg,Abstract_Expressionism,brice-marden_couplet-iii-1989.jpg,0
data\processed\Pop_Art\patrick-procktor_figures-at-night-1962.jpg,Pop_Art,patrick-procktor_figures-at-night-1962.jpg,19
data\processed\Fauvism\martiros-saryan_date-palm-1911.jpg,Fauvism,martiros-saryan_date-palm-1911.jpg,10
data\processed\Early_Renaissance\andrea-del-castagno_lying-saint.jpg,Early_Renaissance,andrea-del-castagno_lying-saint.jpg,8
data\processed\High_Renaissance\dosso-dossi_madonna-and-child-1525.jpg,High_Renaissance,dosso-dossi_madonna-and-child-1525.jpg,11
data\processed\Abstract_Expressionism\dan-christensen_ray-2000.jpg,Abstract_Expressionism,dan-christensen_ray-2000.jpg,0
data\processed\New_Realism\edward-hopper_lighthouse-and-buildings-portland-head-cape-elizabeth-maine-1927.jpg,New_Realism,edward-hopper_lighthouse-and-buildings-portland-head-cape-elizabeth-maine-1927.jpg,16
data\processed\Ukiyo_e\keisai-eisen_autumn-moon-over-atago-hill-atagosan-no-aki-no-tsuki-from-the-series-eight-views-of-edo-1846.jpg,Ukiyo_e,keisai-eisen_autumn-moon-over-atago-hill-atagosan-no-aki-no-tsuki-from-the-series-eight-views-of-edo-1846.jpg,26
data\processed\High_Renaissance\leonardo-da-vinci_heads-of-an-old-man-and-a-youth.jpg,High_Renaissance,leonardo-da-vinci_heads-of-an-old-man-and-a-youth.jpg,11
data\processed\Northern_Renaissance\hans-baldung_holy-trinity.jpg,Northern_Renaissance,hans-baldung_holy-trinity.jpg,17
data\processed\Symbolism\nicholas-roerich_buddha-s-test-1927.jpg,Symbolism,nicholas-roerich_buddha-s-test-1927.jpg,24
data\processed\Fauvism\rik-wouters_woman-in-black-reading-a-newspaper-1912.jpg,Fauvism,rik-wouters_woman-in-black-reading-a-newspaper-1912.jpg,10
data\processed\Fauvism\georges-braque_the-house-behind-the-trees-1906.jpg,Fauvism,georges-braque_the-house-behind-the-trees-1906.jpg,10
data\processed\Northern_Renaissance\jan-van-eyck_madonna-and-child-at-the-fountain-1439.jpg,Northern_Renaissance,jan-van-eyck_madonna-and-child-at-the-fountain-1439.jpg,17
data\processed\Symbolism\nicholas-roerich_himalayas-study.jpg,Symbolism,nicholas-roerich_himalayas-study.jpg,24
data\processed\Rococo\bernardo-bellotto_capriccio-with-the-colosseum.jpg,Rococo,bernardo-bellotto_capriccio-with-the-colosseum.jpg,22
data\processed\Synthetic_Cubism\juan-gris_the-violin-1914.jpg,Synthetic_Cubism,juan-gris_the-violin-1914.jpg,25
data\processed\Romanticism\ivan-aivazovsky_windmill.jpg,Romanticism,ivan-aivazovsky_windmill.jpg,23
data\processed\Ukiyo_e\kitagawa-utamaro_portrait-of-naniwaya-okita-1793.jpg,Ukiyo_e,kitagawa-utamaro_portrait-of-naniwaya-okita-1793.jpg,26
data\processed\Post_Impressionism\henri-de-toulouse-lautrec_messaline-between-two-extras-1901.jpg,Post_Impressionism,henri-de-toulouse-lautrec_messaline-between-two-extras-1901.jpg,20
data\processed\Art_Nouveau_Modern\alphonse-mucha_two-standing-women.jpg,Art_Nouveau_Modern,alphonse-mucha_two-standing-women.jpg,3
data\processed\Post_Impressionism\maxime-maufra_view-of-the-port-of-auray-1909.jpg,Post_Impressionism,maxime-maufra_view-of-the-port-of-auray-1909.jpg,20
data\processed\Pointillism\henri-edmond-cross_around-my-house.jpg,Pointillism,henri-edmond-cross_around-my-house.jpg,18
data\processed\New_Realism\edward-hopper_tramp-steamer.jpg,New_Realism,edward-hopper_tramp-steamer.jpg,16
data\processed\Post_Impressionism\maurice-prendergast_salem-1915.jpg,Post_Impressionism,maurice-prendergast_salem-1915.jpg,20
data\processed\Northern_Renaissance\martin-schongauer_griffin-1485.jpg,Northern_Renaissance,martin-schongauer_griffin-1485.jpg,17
data\processed\Action_painting\jackson-pollock_autumn-rhythm-number-30-1950.jpg,Action_painting,jackson-pollock_autumn-rhythm-number-30-1950.jpg,1
data\processed\Color_Field_Painting\perle-fine_cool-series-no-46-spanking-fresh-1963.jpg,Color_Field_Painting,perle-fine_cool-series-no-46-spanking-fresh-1963.jpg,5
data\processed\Expressionism\egon-schiele_sleeping-child-1910.jpg,Expressionism,egon-schiele_sleeping-child-1910.jpg,9
data\processed\Mannerism_Late_Renaissance\tintoretto_christ-in-the-house-of-the-pharisee.jpg,Mannerism_Late_Renaissance,tintoretto_christ-in-the-house-of-the-pharisee.jpg,13
data\processed\Post_Impressionism\paul-cezanne_large-trees-at-jas-de-bouffan-1887.jpg,Post_Impressionism,paul-cezanne_large-trees-at-jas-de-bouffan-1887.jpg,20
data\processed\Color_Field_Painting\louis-cane_toile-d-coup-e-1989.jpg,Color_Field_Painting,louis-cane_toile-d-coup-e-1989.jpg,5
data\processed\Expressionism\stanley-pinker_the-embrace.jpg,Expressionism,stanley-pinker_the-embrace.jpg,9
data\processed\Action_painting\franz-kline_number-2.jpg,Action_painting,franz-kline_number-2.jpg,1
data\processed\Cubism\andre-masson_minors.jpg,Cubism,andre-masson_minors.jpg,7
data\processed\Baroque\annibale-carracci_hommage-to-diana-1602.jpg,Baroque,annibale-carracci_hommage-to-diana-1602.jpg,4
data\processed\Early_Renaissance\andrea-del-castagno_stories-of-christ-s-passion-1447-2.jpg,Early_Renaissance,andrea-del-castagno_stories-of-christ-s-passion-1447-2.jpg,8
data\processed\Impressionism\t.-c.-steele_the-creek-1888.jpg,Impressionism,t.-c.-steele_the-creek-1888.jpg,12
data\processed\Mannerism_Late_Renaissance\tintoretto_finding-of-moses.jpg,Mannerism_Late_Renaissance,tintoretto_finding-of-moses.jpg,13
data\processed\Art_Nouveau_Modern\carl-larsson_my-acid-workshop-where-i-do-my-etching-1910(1).jpg,Art_Nouveau_Modern,carl-larsson_my-acid-workshop-where-i-do-my-etching-1910(1).jpg,3
data\processed\Contemporary_Realism\philip-pearlstein_self-portrait-2000.jpg,Contemporary_Realism,philip-pearlstein_self-portrait-2000.jpg,6
data\processed\Baroque\rembrandt_a-study-of-a-woman-asleep-1630.jpg,Baroque,rembrandt_a-study-of-a-woman-asleep-1630.jpg,4
data\processed\Ukiyo_e\keisai-eisen_kiyomizu-komachi-1838.jpg,Ukiyo_e,keisai-eisen_kiyomizu-komachi-1838.jpg,26
data\processed\Synthetic_Cubism\pablo-picasso_bottle-of-bass-glass-and-package-of-tobacco-1914.jpg,Synthetic_Cubism,pablo-picasso_bottle-of-bass-glass-and-package-of-tobacco-1914.jpg,25
data\processed\Rococo\joshua-reynolds_george-clive-and-his-family-with-an-indian-maid.jpg,Rococo,joshua-reynolds_george-clive-and-his-family-with-an-indian-maid.jpg,22
data\processed\High_Renaissance\giovanni-bellini_sacred-allegory-1500.jpg,High_Renaissance,giovanni-bellini_sacred-allegory-1500.jpg,11
data\processed\Analytical_Cubism\georges-braque_the-castle-in-la-roche-guyon-1909.jpg,Analytical_Cubism,georges-braque_the-castle-in-la-roche-guyon-1909.jpg,2
data\processed\Expressionism\ernst-ludwig-kirchner_czardas-dancers-1920.jpg,Expressionism,ernst-ludwig-kirchner_czardas-dancers-1920.jpg,9
data\processed\Rococo\bernardo-bellotto_the-piazza-della-signoria-in-florence.jpg,Rococo,bernardo-bellotto_the-piazza-della-signoria-in-florence.jpg,22
data\processed\Symbolism\pierre-puvis-de-chavannes_a-maid-combing-a-woman-s-hair.jpg,Symbolism,pierre-puvis-de-chavannes_a-maid-combing-a-woman-s-hair.jpg,24
data\processed\Post_Impressionism\maurice-utrillo_abbesses-street.jpg,Post_Impressionism,maurice-utrillo_abbesses-street.jpg,20
data\processed\Fauvism\august-macke_on-the-street.jpg,Fauvism,august-macke_on-the-street.jpg,10
data\processed\Pointillism\henri-edmond-cross_the-pink-house-1905.jpg,Pointillism,henri-edmond-cross_the-pink-house-1905.jpg,18
data\processed\Pointillism\henri-martin_terrace-in-marquayrol.jpg,Pointillism,henri-martin_terrace-in-marquayrol.jpg,18
data\processed\Expressionism\max-weber_study-for-russian-ballet.jpg,Expressionism,max-weber_study-for-russian-ballet.jpg,9
data\processed\Mannerism_Late_Renaissance\maerten-van-heemskerck_gideon.jpg,Mannerism_Late_Renaissance,maerten-van-heemskerck_gideon.jpg,13
data\processed\Fauvism\raoul-dufy_the-two-models-1930.jpg,Fauvism,raoul-dufy_the-two-models-1930.jpg,10
data\processed\Naive_Art_Primitivism\pablo-picasso_plat-ovale-1953.jpg,Naive_Art_Primitivism,pablo-picasso_plat-ovale-1953.jpg,15
data\processed\Mannerism_Late_Renaissance\andrea-del-sarto_the-sacrifice-of-abraham.jpg,Mannerism_Late_Renaissance,andrea-del-sarto_the-sacrifice-of-abraham.jpg,13
data\processed\Cubism\andre-derain_martigues-landscape-1908.jpg,Cubism,andre-derain_martigues-landscape-1908.jpg,7
data\processed\Northern_Renaissance\hans-memling_man-with-a-black-cap.jpg,Northern_Renaissance,hans-memling_man-with-a-black-cap.jpg,17
data\processed\Art_Nouveau_Modern\ivan-bilibin_illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1910(1).jpg,Art_Nouveau_Modern,ivan-bilibin_illustration-for-the-poem-the-tale-of-the-golden-cockerel-by-alexander-pushkin-1910(1).jpg,3
data\processed\Romanticism\konstantin-makovsky_fairy-tails.jpg,Romanticism,konstantin-makovsky_fairy-tails.jpg,23
data\processed\Realism\ilya-repin_portrait-of-e-g-mamontova-1879.jpg,Realism,ilya-repin_portrait-of-e-g-mamontova-1879.jpg,21
data\processed\Ukiyo_e\utagawa-kunisada_not_detected_240368.jpg,Ukiyo_e,utagawa-kunisada_not_detected_240368.jpg,26
data\processed\Early_Renaissance\carlo-crivelli_coronation-of-the-virgin-1493.jpg,Early_Renaissance,carlo-crivelli_coronation-of-the-virgin-1493.jpg,8
data\processed\Impressionism\adam-baltatu_summer-landscape-1.jpg,Impressionism,adam-baltatu_summer-landscape-1.jpg,12
data\processed\High_Renaissance\vittore-carpaccio_portrait-of-a-lady-1.jpg,High_Renaissance,vittore-carpaccio_portrait-of-a-lady-1.jpg,11
data\processed\Naive_Art_Primitivism\andre-bauchant_greek-dance-in-a-landscape-1937.jpg,Naive_Art_Primitivism,andre-bauchant_greek-dance-in-a-landscape-1937.jpg,15
data\processed\Ukiyo_e\keisai-eisen_yabai-with-two-women-1840.jpg,Ukiyo_e,keisai-eisen_yabai-with-two-women-1840.jpg,26
data\processed\Romanticism\orest-kiprensky_portrait-of-athanasius-shishmarev-1826.jpg,Romanticism,orest-kiprensky_portrait-of-athanasius-shishmarev-1826.jpg,23
data\processed\Realism\camille-corot_stoller-in-the-fontainebleau-forest.jpg,Realism,camille-corot_stoller-in-the-fontainebleau-forest.jpg,21
data\processed\Early_Renaissance\sandro-botticelli_purgatory-1490(1).jpg,Early_Renaissance,sandro-botticelli_purgatory-1490(1).jpg,8
data\processed\Realism\n.c.-wyeth_we-were-three-days-taking-out-even-what-gold-and-gems-we-could-loan-on-ourselves-and-our-beasts.jpg,Realism,n.c.-wyeth_we-were-three-days-taking-out-even-what-gold-and-gems-we-could-loan-on-ourselves-and-our-beasts.jpg,21
data\processed\Synthetic_Cubism\juan-gris_bowl-glass-and-newspaper.jpg,Synthetic_Cubism,juan-gris_bowl-glass-and-newspaper.jpg,25
data\processed\Action_painting\hans-hofmann_don-quixote-1963.jpg,Action_painting,hans-hofmann_don-quixote-1963.jpg,1
data\processed\Fauvism\othon-friesz_paysage-le-bec-de-l-aigle-la-ciotat-1907.jpg,Fauvism,othon-friesz_paysage-le-bec-de-l-aigle-la-ciotat-1907.jpg,10
data\processed\Abstract_Expressionism\sam-francis_untitled-sf-236-1978.jpg,Abstract_Expressionism,sam-francis_untitled-sf-236-1978.jpg,0
data\processed\Abstract_Expressionism\yayoi-kusama_waves-1953.jpg,Abstract_Expressionism,yayoi-kusama_waves-1953.jpg,0
data\processed\Cubism\max-weber_avoirdupois.jpg,Cubism,max-weber_avoirdupois.jpg,7
data\processed\Northern_Renaissance\albrecht-durer_landscape-with-cannon-1518.jpg,Northern_Renaissance,albrecht-durer_landscape-with-cannon-1518.jpg,17
data\processed\Romanticism\francesco-hayez_portrait-of-gian-giacomo-poldi-pezzoli.jpg,Romanticism,francesco-hayez_portrait-of-gian-giacomo-poldi-pezzoli.jpg,23
data\processed\Expressionism\iosif-iser_pierrot-and-columbine-1943.jpg,Expressionism,iosif-iser_pierrot-and-columbine-1943.jpg,9
data\processed\Impressionism\camille-pissarro_place-du-theatre-francais-1898.jpg,Impressionism,camille-pissarro_place-du-theatre-francais-1898.jpg,12
data\processed\Expressionism\ernst-ludwig-kirchner_japanese.jpg,Expressionism,ernst-ludwig-kirchner_japanese.jpg,9
data\processed\Minimalism\luciano-bartolini_kleenex-1974.jpg,Minimalism,luciano-bartolini_kleenex-1974.jpg,14
data\processed\Fauvism\martiros-saryan_pumpkin-and-pepper-1915.jpg,Fauvism,martiros-saryan_pumpkin-and-pepper-1915.jpg,10
data\processed\Analytical_Cubism\jean-metzinger_femme-au-chapeau-rose-et-collier-de-perles-1912.jpg,Analytical_Cubism,jean-metzinger_femme-au-chapeau-rose-et-collier-de-perles-1912.jpg,2
data\processed\Synthetic_Cubism\georges-braque_violin-melodie-1914.jpg,Synthetic_Cubism,georges-braque_violin-melodie-1914.jpg,25
data\processed\Rococo\bernardo-bellotto_capriccio-of-the-capitol.jpg,Rococo,bernardo-bellotto_capriccio-of-the-capitol.jpg,22
data\processed\Naive_Art_Primitivism\marc-chagall_over-vitebesk-1914.jpg,Naive_Art_Primitivism,marc-chagall_over-vitebesk-1914.jpg,15
data\processed\Contemporary_Realism\neil-welliver_old-windfall-1982.jpg,Contemporary_Realism,neil-welliver_old-windfall-1982.jpg,6
data\processed\Mannerism_Late_Renaissance\paolo-veronese_the-finding-of-moses.jpg,Mannerism_Late_Renaissance,paolo-veronese_the-finding-of-moses.jpg,13
data\processed\Impressionism\william-merritt-chase_reclining-nude.jpg,Impressionism,william-merritt-chase_reclining-nude.jpg,12
data\processed\Color_Field_Painting\louis-cane_papier-d-coup-1967.jpg,Color_Field_Painting,louis-cane_papier-d-coup-1967.jpg,5
data\processed\Baroque\ivan-nikitin_peter-i.jpg,Baroque,ivan-nikitin_peter-i.jpg,4
data\processed\Impressionism\james-tissot_girl-with-a-fan.jpg,Impressionism,james-tissot_girl-with-a-fan.jpg,12
data\processed\High_Renaissance\michelangelo_allegorical-figure-1530.jpg,High_Renaissance,michelangelo_allegorical-figure-1530.jpg,11
data\processed\Naive_Art_Primitivism\camille-bombois_yellow-street-1925.jpg,Naive_Art_Primitivism,camille-bombois_yellow-street-1925.jpg,15
data\processed\Rococo\george-morland_woman-child-and-dog-on-a-road.jpg,Rococo,george-morland_woman-child-and-dog-on-a-road.jpg,22
data\processed\Early_Renaissance\paolo-uccello_tobias-and-the-angel.jpg,Early_Renaissance,paolo-uccello_tobias-and-the-angel.jpg,8
data\processed\Rococo\bernardo-bellotto_capriccio-padovano.jpg,Rococo,bernardo-bellotto_capriccio-padovano.jpg,22
data\processed\Fauvism\pyotr-konchalovsky_portrait-of-m-p-konchalovsky-in-naval-uniform-1910.jpg,Fauvism,pyotr-konchalovsky_portrait-of-m-p-konchalovsky-in-naval-uniform-1910.jpg,10
data\processed\Art_Nouveau_Modern\raphael-kirchner_single-items-11.jpg,Art_Nouveau_Modern,raphael-kirchner_single-items-11.jpg,3
data\processed\Cubism\fernand-leger_trouville-1921.jpg,Cubism,fernand-leger_trouville-1921.jpg,7
data\processed\Post_Impressionism\irma-stern_portrait-of-a-pondo-woman-1929.jpg,Post_Impressionism,irma-stern_portrait-of-a-pondo-woman-1929.jpg,20
data\processed\Romanticism\ferdinand-hodler_dream.jpg,Romanticism,ferdinand-hodler_dream.jpg,23
data\processed\Northern_Renaissance\albrecht-durer_apostle-judas-thaddeus.jpg,Northern_Renaissance,albrecht-durer_apostle-judas-thaddeus.jpg,17
data\processed\Fauvism\janos-mattis-teutsch_landscape-1917.jpg,Fauvism,janos-mattis-teutsch_landscape-1917.jpg,10
data\processed\Action_painting\jackson-pollock_number-17-1949.jpg,Action_painting,jackson-pollock_number-17-1949.jpg,1
data\processed\Northern_Renaissance\hans-memling_portrait-of-a-man-holding-a-coin-of-the-emperor-nero-1474.jpg,Northern_Renaissance,hans-memling_portrait-of-a-man-holding-a-coin-of-the-emperor-nero-1474.jpg,17
data\processed\Pointillism\georges-seurat_the-pont-de-courbevoie-1886.jpg,Pointillism,georges-seurat_the-pont-de-courbevoie-1886.jpg,18
data\processed\Impressionism\childe-hassam_sunset-on-the-sea.jpg,Impressionism,childe-hassam_sunset-on-the-sea.jpg,12
data\processed\Art_Nouveau_Modern\filipp-malyavin_laughting-1898.jpg,Art_Nouveau_Modern,filipp-malyavin_laughting-1898.jpg,3
data\processed\Contemporary_Realism\neil-welliver_stump.jpg,Contemporary_Realism,neil-welliver_stump.jpg,6
data\processed\Expressionism\martiros-saryan_arabian-dancer-1913.jpg,Expressionism,martiros-saryan_arabian-dancer-1913.jpg,9
data\processed\Baroque\jacob-isaakszoon-van-ruisdael_village-at-the-wood-s-edge-1651.jpg,Baroque,jacob-isaakszoon-van-ruisdael_village-at-the-wood-s-edge-1651.jpg,4
data\processed\Contemporary_Realism\eric-fischl_cyclops-among-the-eternally-dead.jpg,Contemporary_Realism,eric-fischl_cyclops-among-the-eternally-dead.jpg,6
data\processed\Early_Renaissance\fra-angelico_archangel-gabriel-annunciate-1433.jpg,Early_Renaissance,fra-angelico_archangel-gabriel-annunciate-1433.jpg,8
data\processed\Contemporary_Realism\philip-pearlstein_figure-lying-on-rug-1970.jpg,Contemporary_Realism,philip-pearlstein_figure-lying-on-rug-1970.jpg,6
data\processed\Realism\martiros-saryan_flowers-lemons-oranges-1953.jpg,Realism,martiros-saryan_flowers-lemons-oranges-1953.jpg,21
data\processed\Fauvism\endre-bartos_sunset-1981.jpg,Fauvism,endre-bartos_sunset-1981.jpg,10
data\processed\New_Realism\william-james-glackens_may-day-in-central-park-1905.jpg,New_Realism,william-james-glackens_may-day-in-central-park-1905.jpg,16
data\processed\Art_Nouveau_Modern\koloman-moser_iris-illustration-to-a-poem-by-arno-holz-1898.jpg,Art_Nouveau_Modern,koloman-moser_iris-illustration-to-a-poem-by-arno-holz-1898.jpg,3
data\processed\Baroque\rembrandt_jesus-disputing-with-the-doctors-1630.jpg,Baroque,rembrandt_jesus-disputing-with-the-doctors-1630.jpg,4
data\processed\Northern_Renaissance\albrecht-durer_abduction-of-a-woman-rape-of-the-sabine-women-1495.jpg,Northern_Renaissance,albrecht-durer_abduction-of-a-woman-rape-of-the-sabine-women-1495.jpg,17
data\processed\Romanticism\andrei-ryabushkin_waiting-for-the-tzar-sketch-for-an-unrealized-painting.jpg,Romanticism,andrei-ryabushkin_waiting-for-the-tzar-sketch-for-an-unrealized-painting.jpg,23
data\processed\Realism\ferdinand-hodler_portrait-of-louise-delphine-duchosal-1885.jpg,Realism,ferdinand-hodler_portrait-of-louise-delphine-duchosal-1885.jpg,21
data\processed\Pop_Art\walter-battiss_green-beach.jpg,Pop_Art,walter-battiss_green-beach.jpg,19
data\processed\Post_Impressionism\augustus-john_brigit-macnamara-1937.jpg,Post_Impressionism,augustus-john_brigit-macnamara-1937.jpg,20
data\processed\Abstract_Expressionism\henri-matisse_white-torso-and-blue-torso-1944.jpg,Abstract_Expressionism,henri-matisse_white-torso-and-blue-torso-1944.jpg,0
data\processed\Impressionism\ilya-mashkov_georgia-kazbek-view-of-the-mountain-kabardzhino-and-village.jpg,Impressionism,ilya-mashkov_georgia-kazbek-view-of-the-mountain-kabardzhino-and-village.jpg,12
data\processed\Synthetic_Cubism\juan-gris_tobacco-newspaper-and-bottle-of-wine-1914.jpg,Synthetic_Cubism,juan-gris_tobacco-newspaper-and-bottle-of-wine-1914.jpg,25
data\processed\Impressionism\alfred-sisley_moret-sur-loing-1885.jpg,Impressionism,alfred-sisley_moret-sur-loing-1885.jpg,12
data\processed\Symbolism\mikalojus-ciurlionis_leo-1907.jpg,Symbolism,mikalojus-ciurlionis_leo-1907.jpg,24
data\processed\Realism\david-burliuk_marusia-portrait-of-the-artist-s-wife-1928.jpg,Realism,david-burliuk_marusia-portrait-of-the-artist-s-wife-1928.jpg,21
data\processed\Realism\pyotr-konchalovsky_still-life-peonies-at-the-window-1948.jpg,Realism,pyotr-konchalovsky_still-life-peonies-at-the-window-1948.jpg,21
data\processed\Contemporary_Realism\gilles-aillaud_cage-vide-1971.jpg,Contemporary_Realism,gilles-aillaud_cage-vide-1971.jpg,6
data\processed\Impressionism\pierre-auguste-renoir_cabin-with-aloe-plants.jpg,Impressionism,pierre-auguste-renoir_cabin-with-aloe-plants.jpg,12
data\processed\Realism\aleksey-savrasov_spring-village-view-1867.jpg,Realism,aleksey-savrasov_spring-village-view-1867.jpg,21
data\processed\Post_Impressionism\henri-matisse_the-ballet-dancer.jpg,Post_Impressionism,henri-matisse_the-ballet-dancer.jpg,20
data\processed\Baroque\peter-paul-rubens_venus-at-her-toilet.jpg,Baroque,peter-paul-rubens_venus-at-her-toilet.jpg,4
data\processed\Cubism\diego-rivera_portrait-of-ramon-gomez-de-la-serna-1915.jpg,Cubism,diego-rivera_portrait-of-ramon-gomez-de-la-serna-1915.jpg,7
data\processed\Ukiyo_e\hiroshige_moon-swallows-and-peach-blossoms.jpg,Ukiyo_e,hiroshige_moon-swallows-and-peach-blossoms.jpg,26
data\processed\Cubism\joan-miro_the-ear-of-corn-1923.jpg,Cubism,joan-miro_the-ear-of-corn-1923.jpg,7
data\processed\High_Renaissance\pietro-perugino_prudence-and-justice-with-six-antique-wisemen.jpg,High_Renaissance,pietro-perugino_prudence-and-justice-with-six-antique-wisemen.jpg,11
data\processed\Northern_Renaissance\dirk-bouts_winged-altar-in-st-peter-in-leuven.jpg,Northern_Renaissance,dirk-bouts_winged-altar-in-st-peter-in-leuven.jpg,17
data\processed\Impressionism\claude-monet_the-japanese-bridge-1924.jpg,Impressionism,claude-monet_the-japanese-bridge-1924.jpg,12
data\processed\Rococo\fyodor-rokotov_portrait-of-a-m-rimskiy-korsakov.jpg,Rococo,fyodor-rokotov_portrait-of-a-m-rimskiy-korsakov.jpg,22
data\processed\Rococo\jean-baptiste-simeon-chardin_the-instruments-of-music-calendar-1767.jpg,Rococo,jean-baptiste-simeon-chardin_the-instruments-of-music-calendar-1767.jpg,22
data\processed\New_Realism\john-french-sloan_the-new-blue-dress-1913.jpg,New_Realism,john-french-sloan_the-new-blue-dress-1913.jpg,16
data\processed\Abstract_Expressionism\milton-resnick_untitled-1960-1.jpg,Abstract_Expressionism,milton-resnick_untitled-1960-1.jpg,0
data\processed\Romanticism\andrei-ryabushkin_dobrynya-nikitich-illustration-for-the-book-russian-epic-heroes.jpg,Romanticism,andrei-ryabushkin_dobrynya-nikitich-illustration-for-the-book-russian-epic-heroes.jpg,23
data\processed\Pointillism\georges-seurat_port-of-honfleur-1886.jpg,Pointillism,georges-seurat_port-of-honfleur-1886.jpg,18
data\processed\Mannerism_Late_Renaissance\maerten-van-heemskerck_the-triumphal-procession-of-bacchus.jpg,Mannerism_Late_Renaissance,maerten-van-heemskerck_the-triumphal-procession-of-bacchus.jpg,13
data\processed\Expressionism\victor-brauner_self-portrait-1923.jpg,Expressionism,victor-brauner_self-portrait-1923.jpg,9
data\processed\Pointillism\henri-edmond-cross_the-cypresses-at-cagnes-1908.jpg,Pointillism,henri-edmond-cross_the-cypresses-at-cagnes-1908.jpg,18
